match_id,team,opponent,minute,result,xG,player,h_a,h_goals,a_goals,shotType,situation,current_home_goals,current_away_goals,home_game_state,away_game_state
28784,Chelsea,Crystal Palace,65,MissedShots,0.0988275930285453,Estêvão,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,88,MissedShots,0.0152784436941146,Malo Gusto,h,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,89,SavedShot,0.0442576743662357,Liam Delap,h,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,92,MissedShots,0.3392919898033142,Andrey Santos,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,93,SavedShot,0.0864017009735107,Andrey Santos,h,0,0,Head,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,4,MissedShots,0.0071087428368628,Eberechi Eze,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,8,MissedShots,0.0362346768379211,Chris Richards,a,0,0,Head,SetPiece,0,0,0,0
28784,Crystal Palace,Chelsea,17,BlockedShot,0.0139832254499197,Jean-Philippe Mateta,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,18,SavedShot,0.2982566058635711,Jean-Philippe Mateta,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,24,SavedShot,0.0110635990276932,Eberechi Eze,a,0,0,RightFoot,SetPiece,0,0,0,0
28784,Crystal Palace,Chelsea,38,MissedShots,0.4323694705963135,Maxence Lacroix,a,0,0,RightFoot,SetPiece,0,0,0,0
28784,Crystal Palace,Chelsea,48,BlockedShot,0.0720523372292518,Eberechi Eze,a,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,48,BlockedShot,0.0557276643812656,Eberechi Eze,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,48,MissedShots,0.061410117894411,Daniel Muñoz,a,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,68,BlockedShot,0.0083185266703367,Eberechi Eze,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,76,SavedShot,0.0154756419360637,Jean-Philippe Mateta,a,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Crystal Palace,Chelsea,81,SavedShot,0.0255588982254266,Eberechi Eze,a,0,0,RightFoot,OpenPlay,0,0,0,0
28785,Nottingham Forest,Brentford,5,Goal,0.0866748318076133,Chris Wood,h,3,1,RightFoot,FromCorner,0,0,0,0
28785,Nottingham Forest,Brentford,10,BlockedShot,0.049479279667139,Elliot Anderson,h,3,1,RightFoot,OpenPlay,1,0,1,-1
28785,Nottingham Forest,Brentford,10,MissedShots,0.3447162806987762,Elliot Anderson,h,3,1,LeftFoot,OpenPlay,1,0,1,-1
28785,Nottingham Forest,Brentford,17,BlockedShot,0.0520314425230026,Morgan Gibbs-White,h,3,1,RightFoot,OpenPlay,1,0,1,-1
28785,Nottingham Forest,Brentford,17,SavedShot,0.0296861045062541,Elliot Anderson,h,3,1,LeftFoot,OpenPlay,1,0,1,-1
28785,Nottingham Forest,Brentford,41,Goal,0.3014346361160278,Dan Ndoye,h,3,1,Head,OpenPlay,1,0,1,-1
28785,Nottingham Forest,Brentford,46,Goal,0.3639630973339081,Chris Wood,h,3,1,LeftFoot,OpenPlay,2,0,2,-2
28785,Nottingham Forest,Brentford,54,MissedShots,0.0138089815154671,Ibrahim Sangare,h,3,1,RightFoot,OpenPlay,3,0,3,-3
28785,Nottingham Forest,Brentford,60,SavedShot,0.0157822668552398,Callum Hudson-Odoi,h,3,1,RightFoot,OpenPlay,3,0,3,-3
